"Data Set 1:Time(s)","Data Set 1:Potential(V)","Data Set 1:Current(A)","Data Set 2:Time(s)","Data Set 2:Potential(V)","Data Set 2:Current(A)","Data Set 3:Time(s)","Data Set 3:Potential(V)","Data Set 3:Current(A)","Data Set 4:Time(s)","Data Set 4:Potential(V)","Data Set 4:Current(A)","Data Set 5:Time(s)","Data Set 5:Potential(V)","Data Set 5:Current(A)","Data Set 6:Time(s)","Data Set 6:Potential(V)","Data Set 6:Current(A)","Data Set 7:Time(s)","Data Set 7:Potential(V)","Data Set 7:Current(A)","Data Set 8:Time(s)","Data Set 8:Potential(V)","Data Set 8:Current(A)"
0,0.006103515625,-0.001468658447265625,0,-0.5126953125,-0.001163482666015625,0,0,-0.00030517578125,0,0.0030517578125,-0.00030517578125,0,-0.0030517578125,0,0,0.0030517578125,0,0,-0.0030517578125,-0.00030517578125,0,-0.0030517578125,-0.000896453857421875
0.0001,0.006103515625,-0.001163482666015625,0.0001,-0.52490234375,-0.0017547607421875,0.0001,0.006103515625,-0.001506805419921875,0.0001,0,-0.001201629638671875,0.0001,0.006103515625,-0.00030517578125,0.0001,0,0,0.0001,0,0,0.0001,0.0030517578125,0.00030517578125
0.00020000000000000001,0,-0.001468658447265625,0.00020000000000000001,-0.531005859375,-0.001163482666015625,0.00020000000000000001,0.0030517578125,-0.00030517578125,0.00020000000000000001,0.006103515625,-0.000896453857421875,0.00020000000000000001,0.0030517578125,-0.001201629638671875,0.00020000000000000001,0.006103515625,-0.001201629638671875,0.00020000000000000001,0,-0.000591278076171875,0.00020000000000000001,0,0
0.00029999999999999997,0.0030517578125,-0.001163482666015625,0.00029999999999999997,-0.53386688232421875,-0.001163482666015625,0.00029999999999999997,0.0030517578125,-0.001201629638671875,0.00029999999999999997,-0.006103515625,0,0.00029999999999999997,-0.0030517578125,-0.00030517578125,0.00029999999999999997,0.0030517578125,-0.000896453857421875,0.00029999999999999997,0.0030517578125,0,0.00029999999999999997,0.0091552734375,-0.00030517578125
0.00040000000000000002,-0.0030517578125,-0.001468658447265625,0.00040000000000000002,-0.53997039794921875,-0.0017547607421875,0.00040000000000000002,-0.0030517578125,0,0.00040000000000000002,0.0091552734375,-0.000591278076171875,0.00040000000000000002,-0.006103515625,0,0.00040000000000000002,0.0030517578125,-0.000896453857421875,0.00040000000000000002,-0.006103515625,-0.000896453857421875,0.00040000000000000002,0.0030517578125,0
0.00050000000000000001,-0.0030517578125,-0.001163482666015625,0.00050000000000000001,-0.53997039794921875,-0.0017547607421875,0.00050000000000000001,0,-0.000896453857421875,0.00050000000000000001,0.006103515625,0,0.00050000000000000001,0.006103515625,0.00030517578125,0.00050000000000000001,0,-0.00030517578125,0.00050000000000000001,-0.0030517578125,-0.001201629638671875,0.00050000000000000001,0.0030517578125,-0.001506805419921875
0.00059999999999999995,0,-0.0023651123046875,0.00059999999999999995,-0.54912567138671875,-0.001163482666015625,0.00059999999999999995,0.006103515625,-0.000591278076171875,0.00059999999999999995,-0.006103515625,-0.000896453857421875,0.00059999999999999995,0.0091552734375,0,0.00059999999999999995,0.006103515625,0,0.00059999999999999995,0.006103515625,-0.001201629638671875,0.00059999999999999995,0,0
0.00069999999999999999,-0.0030517578125,-0.0023651123046875,0.00069999999999999999,-0.54912567138671875,-0.001468658447265625,0.00069999999999999999,0.0030517578125,-0.00030517578125,0.00069999999999999999,0.0030517578125,0,0.00069999999999999999,0.0030517578125,-0.000896453857421875,0.00069999999999999999,0.006103515625,-0.001201629638671875,0.00069999999999999999,0,-0.001506805419921875,0.00069999999999999999,0,-0.000591278076171875
0.00080000000000000004,0.006103515625,-0.0020599365234375,0.00080000000000000004,-0.5733489990234375,-0.001468658447265625,0.00080000000000000004,0.006103515625,-0.000896453857421875,0.00080000000000000004,0.0030517578125,-0.00030517578125,0.00080000000000000004,0,0,0.00080000000000000004,0,0,0.00080000000000000004,0.006103515625,0,0.00080000000000000004,0.01220703125,0
0.00089999999999999998,0,-0.0020599365234375,0.00089999999999999998,-0.5733489990234375,-0.0023651123046875,0.00089999999999999998,0,0,0.00089999999999999998,0,-0.001506805419921875,0.00089999999999999998,-0.0030517578125,0.00030517578125,0.00089999999999999998,-0.0030517578125,-0.000591278076171875,0.00089999999999999998,0.0091552734375,0.00030517578125,0.00089999999999999998,0.0030517578125,-0.00030517578125
0.001,0,-0.0023651123046875,0.001,-0.56133270263671875,-0.0023651123046875,0.001,0,-0.001506805419921875,0.001,0,0,0.001,0.006103515625,-0.000591278076171875,0.001,0,0,0.001,0,-0.000591278076171875,0.001,-0.006103515625,-0.001201629638671875
0.0011000000000000001,0.0091552734375,-0.001163482666015625,0.0011000000000000001,-0.5218505859375,-0.0026702880859375,0.0011000000000000001,0.0030517578125,-0.000591278076171875,0.0011000000000000001,-0.0030517578125,0,0.0011000000000000001,0.0030517578125,-0.000896453857421875,0.0011000000000000001,0.0030517578125,-0.000591278076171875,0.0011000000000000001,0.006103515625,-0.000591278076171875,0.0011000000000000001,-0.0030517578125,0.00030517578125
0.0011999999999999999,-0.0030517578125,-0.001468658447265625,0.0011999999999999999,-0.47626495361328125,-0.0035858154296875,0.0011999999999999999,-0.0030517578125,0,0.0011999999999999999,-0.006103515625,-0.001201629638671875,0.0011999999999999999,-0.0030517578125,0,0.0011999999999999999,-0.0030517578125,-0.001201629638671875,0.0011999999999999999,0,0,0.0011999999999999999,-0.0030517578125,-0.001201629638671875
0.0012999999999999999,0.006103515625,-0.0017547607421875,0.0012999999999999999,-0.43087005615234375,-0.001468658447265625,0.0012999999999999999,-0.0030517578125,-0.00030517578125,0.0012999999999999999,0,-0.00030517578125,0.0012999999999999999,0.0030517578125,-0.00030517578125,0.0012999999999999999,0,-0.00030517578125,0.0012999999999999999,-0.0030517578125,-0.000591278076171875,0.0012999999999999999,-0.0030517578125,0
0.0014,0.006103515625,-0.001468658447265625,0.0014,-0.40950775146484375,-0.0020599365234375,0.0014,0,-0.001201629638671875,0.0014,0.01220703125,-0.001201629638671875,0.0014,0.0030517578125,0,0.0014,-0.0030517578125,-0.000896453857421875,0.0014,0,0,0.0014,-0.006103515625,-0.000896453857421875
0.0015,0.0030517578125,-0.001163482666015625,0.0015,-0.376129150390625,-0.0017547607421875,0.0015,0,-0.001506805419921875,0.0015,0.0030517578125,-0.000591278076171875,0.0015,0,-0.001201629638671875,0.0015,0.006103515625,-0.000591278076171875,0.0015,0.006103515625,-0.001201629638671875,0.0015,0,-0.000896453857421875
0.0016000000000000001,0.0030517578125,-0.001468658447265625,0.0016000000000000001,-0.34275054931640625,-0.000858306884765625,0.0016000000000000001,0,-0.000591278076171875,0.0016000000000000001,-0.006103515625,-0.00030517578125,0.0016000000000000001,0,-0.000896453857421875,0.0016000000000000001,0.0091552734375,-0.000896453857421875,0.0016000000000000001,-0.0030517578125,0,0.0016000000000000001,0.006103515625,-0.00030517578125
0.0016999999999999999,-0.0091552734375,-0.0017547607421875,0.0016999999999999999,-0.3276824951171875,-0.0017547607421875,0.0016999999999999999,-0.0030517578125,-0.000896453857421875,0.0016999999999999999,0.0091552734375,-0.00030517578125,0.0016999999999999999,-0.0030517578125,0,0.0016999999999999999,0,-0.000896453857421875,0.0016999999999999999,-0.0091552734375,-0.000896453857421875,0.0016999999999999999,0,-0.001506805419921875
0.0018,0.006103515625,-0.0032806396484375,0.0018,-0.30345916748046875,-0.0017547607421875,0.0018,-0.006103515625,0,0.0018,0.0030517578125,0,0.0018,0,-0.000591278076171875,0.0018,0.0091552734375,0.00030517578125,0.0018,0.0091552734375,-0.000896453857421875,0.0018,0,-0.000896453857421875
0.0019,0.006103515625,-0.001163482666015625,0.0019,-0.29430389404296875,-0.0017547607421875,0.0019,0.006103515625,-0.00030517578125,0.0019,0,-0.001506805419921875,0.0019,0.006103515625,0,0.0019,0,0,0.0019,0.006103515625,-0.000591278076171875,0.0019,0.0091552734375,0.0006103515625
0.002,0.0030517578125,-0.0020599365234375,0.002,-0.27313232421875,-0.0020599365234375,0.002,0.006103515625,-0.001201629638671875,0.002,0,0,0.002,0.0091552734375,0,0.002,0,-0.001506805419921875,0.002,0.0030517578125,-0.001506805419921875,0.002,0.0030517578125,-0.000591278076171875
0.0020999999999999999,0.006103515625,-0.001163482666015625,0.0020999999999999999,-0.26702880859375,-0.001163482666015625,0.0020999999999999999,0.006103515625,-0.000591278076171875,0.0020999999999999999,0,-0.00030517578125,0.0020999999999999999,0.0091552734375,-0.00030517578125,0.0020999999999999999,0.0030517578125,0,0.0020999999999999999,0.006103515625,0,0.0020999999999999999,0,-0.00030517578125
0.0022000000000000001,0,-0.0020599365234375,0.0022000000000000001,-0.25482177734375,-0.0023651123046875,0.0022000000000000001,-0.0030517578125,-0.00030517578125,0.0022000000000000001,0,-0.001201629638671875,0.0022000000000000001,-0.0091552734375,0,0.0022000000000000001,-0.0030517578125,-0.00030517578125,0.0022000000000000001,-0.0030517578125,0,0.0022000000000000001,-0.0030517578125,0
0.0023,0.006103515625,-0.0029754638671875,0.0023,-0.24871826171875,-0.0017547607421875,0.0023,0,-0.000591278076171875,0.0023,0,-0.000591278076171875,0.0023,0.006103515625,-0.000591278076171875,0.0023,0,0,0.0023,0.006103515625,-0.002117156982421875,0.0023,-0.0030517578125,-0.000896453857421875
0.0023999999999999998,0.0030517578125,-0.001163482666015625,0.0023999999999999998,-0.23365020751953125,-0.0023651123046875,0.0023999999999999998,0,0,0.0023999999999999998,-0.0030517578125,-0.001201629638671875,0.0023999999999999998,0.0030517578125,0,0.0023999999999999998,0,-0.000591278076171875,0.0023999999999999998,-0.0030517578125,0,0.0023999999999999998,0,-0.00030517578125
0.0025000000000000001,-0.006103515625,-0.001163482666015625,0.0025000000000000001,-0.22144317626953125,-0.0017547607421875,0.0025000000000000001,0,-0.001811981201171875,0.0025000000000000001,-0.006103515625,-0.000896453857421875,0.0025000000000000001,-0.006103515625,-0.001201629638671875,0.0025000000000000001,0.0030517578125,-0.001201629638671875,0.0025000000000000001,-0.0030517578125,-0.000896453857421875,0.0025000000000000001,0,-0.000591278076171875
0.0025999999999999999,0.006103515625,-0.0020599365234375,0.0025999999999999999,-0.21533966064453125,-0.001163482666015625,0.0025999999999999999,0.006103515625,0,0.0025999999999999999,0.0091552734375,-0.00030517578125,0.0025999999999999999,0,0,0.0025999999999999999,0,-0.000591278076171875,0.0025999999999999999,0.0091552734375,0,0.0025999999999999999,0.0030517578125,0
0.0027000000000000001,0.0091552734375,-0.001163482666015625,0.0027000000000000001,-0.2063751220703125,-0.0017547607421875,0.0027000000000000001,-0.0030517578125,-0.000896453857421875,0.0027000000000000001,0.0091552734375,-0.001201629638671875,0.0027000000000000001,0,-0.00030517578125,0.0027000000000000001,-0.0030517578125,-0.000896453857421875,0.0027000000000000001,0.006103515625,-0.00030517578125,0.0027000000000000001,-0.006103515625,-0.000591278076171875
0.0028,-0.0030517578125,-0.0026702880859375,0.0028,-0.1972198486328125,-0.001163482666015625,0.0028,0.006103515625,-0.001201629638671875,0.0028,0.0030517578125,-0.00030517578125,0.0028,-0.0030517578125,-0.001201629638671875,0.0028,0.0091552734375,-0.001201629638671875,0.0028,0.006103515625,-0.001506805419921875,0.0028,0,-0.001201629638671875
0.0028999999999999998,0,-0.001163482666015625,0.0028999999999999998,-0.1850128173828125,-0.001468658447265625,0.0028999999999999998,0.006103515625,-0.00030517578125,0.0028999999999999998,-0.006103515625,0,0.0028999999999999998,0.006103515625,0,0.0028999999999999998,0.006103515625,-0.00030517578125,0.0028999999999999998,0.0030517578125,0,0.0028999999999999998,0.01220703125,-0.000591278076171875
